text,label
"Oyster is taste-well and nutrient-rich, however, which processing and utilization were affected by the fishy flavors. In order to deodorize the hydrolysate of oyster, Mailard reaction was used and the main taste compounds and volatile substances of hydrolysate after Maillard reaction were analyzed. Result showed that Maillard reaction of oyster hydrolysate, which was obtained by flavorzyme and papain, was carried out under the condition that pH of 7, with 2% (w/v) of glucose at 100 ÁC for 30 min, and the sensitive evaluation of Maillard reaction product was the best. Copared with hydrolysate of oyster before Maillard reaction, lactic acid and succinic acid of hydrolysate after Maillard reaction were increased 26.4% and 20.1%, respectively. ATP related compounds of hydrolysate after Maillard reaction were decreased slightly, free amino acids content of hydrolysate after Maillard reaction was increased 10%, and flavor amino acids of them were increased 14.7%. 41 and 40 kinds of volatile substances were determined from hydrolysates of oyster and it after Maillard reaction, respectively. Aldehydes, ketone and esters compounds of them were decreased significantly after Maillard reaction. Acids, alkane and nitrogen- and sulfur containing compounds were decreased slightly, but alcohol compounds were increased significantly and an ethyl maltol, with fresh and sweet flavor, was produced after Maillard reaction. The results indicated that Maillard reaction could improve the flavour of hydrolysate of oyster, and which products have limitless applications.",0
"Knowledge of the fate of human noroviruses (NoV) in the marine environment is key to better controlling shellfish-related NoV gastroenteritis. We quantified NoV and Escherichia coli in sewage from storm tank discharges and treated effluent processed by a UV-disinfection plant following activated sludge treatment and studied the fate of these microorganisms in an oyster harvesting area impacted by frequent stormwater discharges and infrequent freshwater discharges. Oyster monitoring sites were positioned at intervals downstream from the wastewater treatment works (WwTW) outfall impacting the harvesting area. The decay rates of NoV in oysters as a function of the distance from the outfall were less rapid than those for E. coli that had concentrations of NoV of the same order of magnitude and were over 7 km away from the outfall. Levels of E. coli in oysters from more tidally influenced areas of the estuary were higher around high water than around low water, whereas tidal flows had no influence on NoV contamination in the oysters. The study provides comparative data on the contamination profiles and loadings of NoV and E. coli in a commercial oyster fishery impacted by a WwTW.",0
"A beta Poisson dose-response model for Vibrio vulnificus food poisoning cases leading to septicemia was used to evaluate the effect of depuration at 15 degrees C on the estimated health risk associated with raw oyster consumption. Statistical variability sources included V. vulnificus level at harvest, time and temperature during harvest and transportation to processing plants, decimal reductions (SV) observed during experimental circulation depuration treatments, refrigerated storage time before consumption, oyster size, and number of oysters per consumption event. Although reaching nondetectable V. vulnificus levels (<30 most probable number per gram) throughout the year and a 3.52 SV were estimated not possible at the 95% confidence level, depuration for 1, 2, 3, and 4 days would reduce the warm season (June through September) risk from 2,669 cases to 558, 93, 38, and 47 cases per 100 million consumption events, respectively. At the 95% confidence level, 47 and 16 h of depuration would reduce the warm and transition season (April through May and October through November) risk, respectively, to 100 cases per 100 million consumption events, which is assumed to be an acceptable risk; 1 case per 100 million events would be the risk when consuming untreated raw oysters in the cold season (December through March).",0
"Mercury (Hg) bioaccumulation in fish poses well-known health risks to wildlife and humans through fish consumption. Yet fish Hg concentrations are highly variable, and key factors driving this variability remain unclear. One little studied source of variation is the influence of habitat-specific feeding on Hg accumulation in lake fish. However, this is likely important because most lake fish feed in multiple habitats during their lives, and the Hg and caloric content of prey from different habitats can differ. This study used a three-pronged approach to investigate the extent to which habitat-specific prey determine differences in Hg bioaccumulation in fish. This study first compared Hg concentrations in common nearshore benthic invertebrates and pelagic zooplankton across five lakes and over the summer season in one lake, and found that pelagic zooplankton generally had higher Hg concentrations than most benthic taxa across lakes, and over a season in one lake. Second, using a bioenergetics model, the effects of prey caloric content from habitat-specific diets on fish growth and Hg accumulation were calculated. This model predicted that the consumption of benthic prey results in lower fish Hg concentrations due to higher prey caloric content and growth dilution (high weight gain relative to Hg from food), in addition to lower prey Hg levels. Third, using data from the literature, links between fish Hg content and the degree of benthivory, were examined, and showed that benthivory was associated with reduced Hg concentrations in lake fish. Taken together, these findings support the hypothesis that higher Hg content and lower caloric content make pelagic zooplankton prey greater sources of Hg for fish than nearshore benthic prey in lakes. Hence, habitat-specific foraging is likely to be a strong driver of variation in Hg levels within and between fish species.",0
"Willapa Bay and Grays Harbor (WA, USA) comprise the largest region of commercial oyster cultivation on the Pacific Coast. The activities of 2 species of burrowing shrimp impair growth and survival of oysters reared on the intertidal mudflats. To maintain viable harvests, the oyster growers have proposed controlling the shrimp by applying the insecticide imidacloprid onto harvested beds. Green sturgeon (listed in the Endangered Species Act) forage on burrowing shrimp and could be exposed to imidacloprid in the sediment porewater and through consumed prey. Studies were conducted to evaluate the likelihood that green sturgeon would be exposed to imidacloprid and to characterize the subsequent environmental exposure. Comparisons between treated and untreated control beds following test application of the insecticide suggested that green sturgeon fed opportunistically on imidacloprid-impaired shrimp. The highest interpolated imidacloprid residue concentrations in field samples following chemical application were 27.8 microg kg(-1) and 31.4 microg kg(-1) in porewater and shrimp, respectively. Results from modeled branchial and dietary uptake, based on conservative assumptions, indicated that the porewater exposure route had the greatest contribution to systemic absorption of imidacloprid. The highest average daily uptake from porewater (177.9 microg kg(-1) body wt) was 9.5-fold greater than total dietary uptake (18.8 microg kg(-1) body wt). Concentrations and durations of exposure would be lower than the levels expected to elicit direct acute or chronic toxic effects.",1
"Local adaptation to heterogeneous environments generates population diversity within species, significantly increasing ecosystem stability and flows of ecosystem services. However, few studies have isolated the specific mechanisms that create and maintain this diversity. Here, we examined the relationship between water temperature in streams used for spawning and genetic diversity at a gene involved in immune function [the major histocompatibility complex (MHC)] in 14 populations of sockeye salmon (Oncorhynchus nerka) sampled across the Wood River basin in south-western Alaska. The largest influence on MHC diversity was lake basin, but we also found a significant positive correlation between average water temperature and MHC diversity. This positive relationship between temperature and MHC diversity appears to have been produced by natural selection at very local scales rather than neutral processes, as no correlation was observed between temperature and genetic diversity at 90 neutral markers. Additionally, no significant relationship was observed between temperature variability and MHC diversity. Although lake basin was the largest driver of differences in MHC diversity, our results also demonstrate that fine-scale differences in water temperature may generate variable selection regimes in populations that spawn in habitats separated by as little as 1 km. Additionally, our results indicated that some populations may be reaching a maximum level of MHC diversity. We postulate that salmon from populations in warm streams may delay spawning until late summer to avoid thermal stress as well as the elevated levels of pathogen prevalence and virulence associated with warm temperatures earlier in the summer.",0
"UNLABELLED: Little is known about the antiviral response in mollusks. As in other invertebrates, the interferon signaling pathways have not been identified, and in fact, there is a debate about whether invertebrates possess antiviral immunity similar to that of vertebrates. In marine bivalves, due to their filtering activity, interaction with putative pathogens, including viruses, is very high, suggesting that they should have mechanisms to address these infections. In this study, we confirmed that constitutively expressed molecules in naive mussels confer resistance in oysters to ostreid herpesvirus 1 (OsHV-1) when oyster hemocytes are incubated with mussel hemolymph. Using a proteomic approach, myticin C peptides were identified in both mussel hemolymph and hemocytes. Myticins, antimicrobial peptides that have been previously characterized, were constitutively expressed in a fraction of mussel hemocytes and showed antiviral activity against OsHV-1, suggesting that these molecules could be responsible for the antiviral activity of mussel hemolymph. For the first time, a molecule from a bivalve has shown antiviral activity against a virus affecting mollusks. Moreover, myticin C peptides showed antiviral activity against human herpes simplex viruses 1 (HSV-1) and 2 (HSV-2). In summary, our work sheds light on the invertebrate antiviral immune response with the identification of a molecule with potential biotechnological applications. IMPORTANCE: Several bioactive molecules that have potential pharmaceutical or industrial applications have been identified and isolated from marine invertebrates. Myticin C, an antimicrobial peptide from the Mediterranean mussel (Mytilus galloprovincialis) that was identified by proteomic techniques in both mussel hemolymph and hemocytes, showed potential as an antiviral agent against ostreid herpesvirus 1 (OsHV-1), which represents a major threat to the oyster-farming sector. Both hemolymph from mussels and a myticin C peptide inhibited OsHV-1 replication in oyster hemocytes. Additionally, a modified peptide derived from myticin C or the nanoencapsulated normal peptide also showed antiviral activity against the human herpesviruses HSV-1 and HSV-2. Therefore, myticin C is an example of the biotechnological and therapeutic potential of mollusks.",0
"Infectious pancreatic necrosis virus (IPNV) is the etiological agent of a highly contagious disease that is endemic to salmon farming in Chile and causes great economic losses to the industry. Here we compared different diagnostic methods to detect IPNV in field samples, including 3 real-time reverse transcription PCR (qRT-PCR) assays, cell culture isolation, and indirect fluorescent antibody test (IFAT). Additionally, we performed a phylogenetic analysis to investigate the genogroups prevailing in Chile, as well as their geographic distribution and virulence. The 3 qRT-PCR assays used primers that targeted regions of the VP2 and VP1 genes of the virus and were tested in 46 samples, presenting a fair agreement within their results. All samples were positive for at least 2 of the qRT-PCR assays, 29 were positive for cell culture, and 23 for IFAT, showing less sensitivity for these latter 2 methods. For the phylogenetic analysis, portions of 1180 and 523 bp of the VP2 region of segment A were amplified by RT-PCR, sequenced and compared with sequences from reference strains and from isolates reported by previous studies carried out in Chile. Most of the sequenced isolates belonged to genogroup 5 (European origin), and 5 were classified within genogroup 1 (American origin). Chilean isolates formed clusters within each of the genogroups found, evidencing a clear differentiation from the reference strains. To our knowledge, this is the most extensive study completed for IPNV in Chile, covering isolates from sea- and freshwater salmon farms and showing a high prevalence of this virus in the country.",0
"Sea lice are copepod ectoparasites with vast reproductive potential and affect a wide variety of fish species. The number of parasites causing morbidity is proportional to fish size. Natural low host density restricts massive parasite dispersal. However, expanded salmon farming has shifted the conditions in favor of the parasite. Salmon farms are often situated near wild salmonid migrating routes, with smolts being particularly vulnerable to sea lice infestation. In order to protect both farmed and wild salmonids passing or residing in the proximity of the farms, several measures are taken. Medicinal treatment of farmed fish has been the most predictable and efficacious, leading to extensive use of the available compounds. This has resulted in drug-resistant parasites occurring on farmed and possibly wild salmonids.",1
"Introduction. Vibrio parahaemolyticus (Vph) is a halophilic bacterium implicated in numerous outbreaks of gastroenteritis involving raw or undercooked oysters, thereby underscoring the need for effective interventions for controlling the pathogen in oysters. Purpose. This study investigated the efficacy of bactericidal concentrations of three GRAS-status phytochemicals, namely trans-cinnamaldehyde (5 mM), carvacrol (6 mM) and eugenol (18 mM) in decreasing Vph in oysters during depuration. Moreover, the efficacy of these phytochemicals in reducing Vph in shucked oysters was determined. Methods. A two-isolate cocktail of Vph (~8 log CFU/ml) was added to artificial seawater tanks to facilitate pathogen accumulation in oysters. Infected oysters were transferred to depuration tanks containing water with or without the phytochemicals. Oysters collected at 0, 6, 12, 24 h of depuration were homogenized in neutralizing broth and enumerated on Thiosulfate Citrate Bile Salt Sucrose agar following serial dilutions. Additionally, shucked oysters were surface-inoculated with ~6 log CFU of Vph and subjected to air-drying for 30 min. The oyster meat was treated with the phytochemicals for 2 min, and surviving Vph was enumerated as before. Both experiments had duplicate samples and repeated three times. Results. In the depuration experiment, the average accumulation of Vph was ~6 log CFU/oyster. Approximately 4.5 to 5.0 log CFU of Vph/oyster was recovered from control samples. However, the presence of phytochemicals in the depuration water decreased Vph by ~3.5 log CFU/oyster (P< 0.05). Additionally, trans-cinnamaldehyde and eugenol reduced Vph on shucked oyster meat to undetectable levels, whereas carvacrol decreased the pathogen by ~5.0 log CFU/oyster (P< 0.05). Significance. The results suggest that trans-cinnamaldehyde, carvacrol and eugenol could potentially be used to reduce Vph in oysters. However, the effect of these phytochemicals on the sensory characteristics of oysters needs to determined. Additionally, follow up studies under commercial settings are necessary to validate these results.",0
"Viral diseases are a significant cause of mortality and morbidity in oysters, resulting in significant economic losses. We investigated the proteomic responses of these two species of oysters to generic double-stranded RNAs (poly I:C and poly A:U). Analysis of proteomic data using isobaric tags for relative and absolute quantitaion (iTRAQ) indicated that there were significant differences in the proteomic responses of the two oyster species resulting from this treatment. Gene ontology analysis showed that several biological processes, cellular components, and molecular function were unique to the different data sets. For example, a number of proteins implicated in the TLR signaling pathway were associated with the Saccostrea glomerata data set but were absent in the Crassostra gigas data set. These results suggest that the differences in the proteomic responses to dsRNA may underpin the biological differences in viral susceptibility. Molecular targets previously shown to be expressed in C. gigas in response to OsHV1 infections were not present in our proteomic data sets, although they were present in the RNA extracted from the very same tissues. Taken together, our data indicate that there are substantial disparities between transcriptomic and proteomic responses to dsRNA challenge, and a comprehensive account of the oysters' biological responses to these treatments must take into account that disparity.",0
"The plant pathogen Fusarium proliferatum has a wide host range and occurs worldwide. Many isolates of the fungus produce mycotoxins in plant tissues, which, if ingested, can cause harm to animals and humans. In 2008, an outbreak of salmon blotch of onions, caused by F. proliferatum, was detected in southern Israel. The source and distribution of the fungus in Israel were unknown. Inter-simple sequence repeats (ISSR) were used to identify repetitive motifs present in seven isolates of F. proliferatum from Israel, Germany and Austria. ISSR repeat motifs were, used to develop 17 simple sequence repeat (SSR) loci. Six of these SSR markers were polymorphic in and consistently amplified from ten isolates collected in Israel, Germany, Austria and North America, from cucumber, onion, garlic, maize, and asparagus. These six polymorphic SSR alleles included 5 to 12 copies of di-, tri, and pentanucleotide motifs and yielded six to 9 alleles each. Sixteen of the SSR loci were amplified at least one of the seven Fusarium species, F. verticillioides, F. thapsinum, F. subglutinans, F. andiyazi, F. globosum, F. fujikoroi and F. oxysporum. The data demonstrate that these SSRs can be used for characterization of F. proliferatum isolates from diverse hosts and geographic locations and that they are transferable to other species of Fusarium.",0
"Oysters accumulate zinc at high tissue concentrations, and the metal response element (MRE)-binding transcription factor (MTF) functions as the cellular zinc sensor that coordinates the expression of genes involved in zinc efflux and storage, as well as those that protect against metal toxicity. In this study, we cloned MTF-1 in oysters and examined its regulation mechanism for its classic target genes, including MTs and ZnT1 under zinc exposure conditions. We cloned CgMTF-1 and determined the subcellular locations of its protein product in HEK293 cells. CgMTF-1 has a 2826bp open reading frame that encodes a predicted polypeptide with 707 amino acid residues, showing six well-conserved zinc finger domains that are required for metal binding. In HEK293 cell lines, CgMTF-1 primarily localizes in the cell nucleus under unstressed conditions and nuclear translocation was not critical for the activation of this gene. We searched for CgMTF-1-regulated genes in oysters using RNA interference. Decreased expression levels of CgMT1, CgMT4, and CgZnT1 were observed after CgMTF-1 interference (>70% inhibition) under zinc exposure, indicating the critical role of CgMTF-1 in the regulation of these genes. We searched for a direct regulation mechanism involving CgMTF-1 for CgMT1, CgMT4, and CgZnT1 in vitro. EMSA experiments indicated that CgMTF-1 can bind with the MREs found in the CgZnT1, CgMT1 and CgMT4 promoter regions. Additionally, luciferase reporter gene experiments indicated that CgMTF-1 could activate the CgMT1, CgMT4, and CgZnT1 promoters. Overall, our results suggest that CgMTF-1 directly coordinates the regulation of CgMTs and CgZnT1 expression and plays important roles in protecting oysters under zinc exposure conditions. To our knowledge, this is the first study to elucidate the function of MTF-1 in marine bivalves and provides new insights into the mechanisms of zinc accumulation and tolerance in mollusks.",0
